slang,formal
kbahagiaan,kebahagiaan
smoga,semoga
tntram,tentram
brsama,bersama
kel,keluarga
hngga,hingga
kl,kalau
ad,ada
yg,yang
brpndapat,berpendapat
mnilai,menilai
trutama,terutama
jgn,jangan
d,di
hiraukn,hiraukan
diamkn,diamkan
sj,saja
hrsny,harusny
mreka,mereka
brsyukur,bersyukur
in,ini
mmberikn,memberikan
utk,untuk
d,di
rasakn,rasakan
d,di
utk,untuk
cari2,cari-cari
kesalahanny,kesalahannya
kekuranganny,kekurangannya
seandainy,seandainya
yg,yang
sdh,sudah
it,itu
trutama,terutama
tiba2,tiba-tiba
matany,matanya
krn,karena
perasaanny,perasaannya
gak,tidak
milih,memilih
sukak,suka
bgt,sekali
liat,lihat
mmg,memang
gk,tidak
slh,salah
yaa,ya
dede,adek
yg,yang
diindonesis,diindonesia
seneng,senang
liyatnya,lihatnya
kayahhh,kaya
yg,yang
beneran,benaran
tu,itu
org,orang
tai,tahi
gw,gue
hrs,harus
ala2,ala-ala
ala2,ala-ala
indo,indonesia
kk,kakak
nonton,menonton
yook,ayo
yoookkkk,ayo
siihh,sih
elus2,elus-elus
asliiiii,asli
nonton,menonton
aduuhhhh,aduh
baper,bawa perasaan
yha,ya
yg,yang
engga,tidak
ampuuun,ampun
yg,yang
ngatain,mengatai
belom,belum
ngaca,mengaca
ngomong,mengomong
diajarin,diajari
bgt,sekali
yg,yang
ngatain,mengatai
dengerin,mendengarkan
gk,tidak
sampe,sampai
yaaa,ya
liat,lihat
ngehina,menghina
gini,begini
lucu2,lucu-lucu
ngatain,mengatai
d,di
rmh,rumah
ga,tidak
bgt,sekali
ngatain,mengatai
ga,tidak
padahl,padahal
knp,kenapa
kasian,kasihan
ga,tidak
doank,doang
tpi,tetapi
kasian,kasihan
udahlah,sudahlah
bgt,sekali
jelekin,menjelekkan
org,orang
org,orang
yg,yang
ngatain,mengatai
kek,seperti
gitu,begitu
nggak,tidak
ngaca,mengaca
dikatain,dikatai
kek,seperti
org,orang
ngatain,mengatai
org,orang
btul,betul
tu,itu
mrk,mereka
gimana,bagaimana
ga,tidak
d,di
sekolahin,sekolahkan
astagaaaa,astaga
ank,anak
gak,tidak
ortu,orang tua
"kecil"",kecil-kecil"
da,dah
jd,jadi
jgn,jangan
karna,karena
klo,kalau
dr,dari
donk,dong
yg,yang
"keren"",keren-keren"
ngomongnya,mengomongnya
engga,tidak
kejahatn,kejahatan
bhwa,bahwa
slam,salam
ngatain,mengatai
ngelewati,melewati
gak,tidak
yaaaa,ya
kalu,kalau
kalu,kalau
jngan,jangan
ngerendahin,merendahkan
nyalahin,menyalahkan
apaalahh,apalah
gak,tidak
ngerasa,merasa
ga,tidak
d,di
klo,kalau
tnp,tanpa
menyebut2,menyebut-nyebut
hny,hanya
sm,sama
tp,tetapi
jg,juga
ap,apa
yg,yang
sy,saya
tdk,tidak
klo,kalau
d,di
d,di
sbg,sebagai
ortu,orang tua
hrus,harus
jgn,jangan
yg,yang
slh,salah
klo,kalau
bgtu,begitu
ga,tidak
yg,yang
bener,benar
yg,yang
slh,salah
yg,yang
kmu,kamu
gak,tidak
nyangka,menyangka
kmu,kamu
udah,sudah
jngan,jangan
sy,saya
kmrn,kemarin
na,nya
bkn,bukan
utk,untuk
tp,tetapi
utk,untuk
yg,yang
d,di
lg,lagi
yg,yang
mnt,minta
sprti,seperti
sm,sama
kiya,kita
aja,saja
gak,tidak
ngaca,mengaca
gak,tidak
yah,ya
smpe,sampai
ga,tidak
yg,yang
sampe,sampai
bgt,sekali
ga,tidak
miriiiiip,mirip
dirimuuu,dirimu
yg,yang
udh,sudah
cantiik,cantik
aamiin,amin
pake,pakai
gini,begini
amiiiiinnn,amin
bsk,besok
diginiin,dibeginikan
gini,begini
yaah,ya
yoiiu,yoi
yaaa,ya
semuanyaaaa,semuanya
tp,tetapi
yaa,ya
smg,semoga
cpt,cepat
nyusul,menyusul
yah,ya
artis2,artis-artis
yg,yang
suka.a,sukanya
jdii,jadi
ikut2an,ikut-ikutan
ni,nih
blnja,belanja
d,di
fto,foto
sma,sama
brangnya,barangnya
"sama"",sama-sama"
bgus,bagus
jga,juga
bgs,bagus
bngt,sekali
hdp,hidup
kk,kakak
lw,kalau
ada2,ada-ada
aja,saja
yg,yang
nimpuk,menimpuk
ga,tidak
gara2,gara-gara
rekomendasiin,merekomendasikan
abiss,habis
temennya,temannya
gk,tidak
tp,tetapi
tdk,tidak
prlu,perlu
lg,lagi
karna,karena
yaa,ya
gw,gue
coyyy,coy
gk,tidak
tdk,tidak
prlu,perlu
lg,lagi
suaranyaa,suaranya
denger,dengar
bgt,sekali
jgn,jangan
yg,yang
bener,benar
udh,sudah
ngurusin,mengurusi
hdup,hidup
org,orang
aja,saja
yg,yang
baik2,baik-baik
klo,kalau
belain,membela
krn,karena
kluarga,keluarga
yg,yang
aja,saja
jalanin,menjalani
hdup,hidup
gk,tidak
d,di
yg,yang
jnagn,jangan
tar,sebentar
gw,gue
sma,sama
tp,tetapi
gara2,gara-gara
gw,gue
kcwa,kecewa
udah,sudah
yg,yang
bgt,sekali
skrg,sekarang
jaman2,jaman-jaman
sm,sama
dlu,dahulu
sok2an,sok-sokan
dket2in,dekat-dekati
jd,jadi
cobak,coba
dehh,deh
psti,pasti
msh,masih
britanya,beritanya
ehhh,eh
ilang,hilang
tau2,tahu-tahu
pcrn,pacaran
sm,sama
trs,terus
mahh,mah
emg,memang
g,tidak
tetep,tetap
ngatain,mengatai
sii,sih
yg,yang
trlalu,terlalu
sbg,sebagai
jamam,jaman
skrg,sekarang
org,orang
yg,yang
org,orang
yg,yang
gini,begini
yaaa,ya
utk,untuk
tetep,tetap
yaa,ya
dengerin,mendengarkan
aja,saja
yg,yang
sma,sama
yg,yang
ngga,tidak
ngebela,membela
siapa2,siapa-siapa
kog,kok
paraa,para
seharusny,seharusnya
berfikir,berpikir
dasaar,dasar
ngk,tidak
bergunaa,berguna
mulutnyaaa,mulutnya
pnya,punya
tmen,teman
ko,kok
pda,pada
nusuk,menusuk
dr,dari
blkng,belakang
udah,sudah
nyindir,menyindir
ama,sama
tp,tetapi
aja,saja
ama,sama
s,si
pd,pada
kcewa,kecewa
lucuk,lucu
jd,jadi
gk,tidak
gak,tidak
mnusuk,menusuk
dri,dari
blkang,belakang
tp,tetapi
emang,memang
lgsg,langsung
jd,jadi
syp,siapa
yg,yang
muna,munafik
sukak,suka
ma,sama
skrg,sekarang
gak,tidak
gr2,gara-gara
nembak,menembak
dri,dari
blkng,belakang
aja,saja
yg,yang
trmanis,termanis
y,ya
krng,kurang
mksh,terima kasih
nembak,menembak
kaciiaann,kasihan
uda,sudah
sok2an,sok-sokan
nyela,mencela
org,orang
sndiri,sendiri
bgt,sekali
nyindir,menyindir
jgn,jangan
pake,pakai
gtu,begitu
keles,kali
lg,lagi
temen,teman
ga,tidak
bener,benar
belain,membela
inget,ingat
ngomong,mengomong
ngejilat,menjilat
ga,tidak
yaah,ya
gtu,begitu
yak,ya
gk,tidak
inget,ingat
yg,yang
sm,sama
gimana,bagaimana
jgn,jangan
donk,dong
ntar,sebentar
y,ya
sy,saya
bs,bisa
yg,yang
ny,nya
hallooo,halo
deketin,dekati
baget,sekali
hy,hai
kk,kakak
km,kamu
hallooo,halo
tayik,tahi
ga,tidak
liat,lihat
halooo,halo
ustzah,ustazah
klo,kalau
halow,halo
jga,juga
yg,yang
mn,mana
poooolllll,pol
cantik2,cantik-cantik
tahannn,tahan
cuantik,cantik
bgt,sekali
ga,tidak
bngt,sekali
klo,kalau
liat,lihat
kmu,kamu
kyk,seperti
bgni,begini
aduhh,aduh
bangetttt,sekali
jt,juta
yg,yang
ga,tidak
prlu,perlu
pke,pakai
aduuh,aduh
gak,tidak
tp,tetapi
bs,bisa
cm,cuma
klo,kalau
jg,juga
utk,untuk
nyimpen,menyimpan
ngarsipin,mengarsipkan
emang,memang
cman,cuman
ehh,eh
nyaranin,menyarankan
pingin,ingin
parahh,parah
gituuuuu,begitu
ad,ada
bsa,bisa
kyy,kaya
gitu,begitu
y,ya
kk,kakak
kangenn,kangen
bangett,sekali
kgn,kangen
bgtttt,sekali
kangenn,kangen
yaa,ya
kngn,kangen
bgt,sekali
yg,yang
dlu,dahulu
kq,kok
skrg,sekarang
yg,yang
udh,sudah
bgt,sekali
sma,sama
nyesek,menyesak
pngn,ingin
dlu,dahulu
kangeen,kangen
liat,lihat
yg,yang
bkn,bukan
rinduuuuuuu,rindu
kangennnn,kangen
kangenn,kangen
b2,berdua
bgini,begini
lucuuu,lucu
bgt,sekali
kangeeeennn,kangen
sm,sama
klian,kalian
mg,moga
bsok,besok
bgus,bagus
bs,bisa
jd,jadi
aamiiiiinnn,amin
gemezzzz,gemas
bgt,sekali
mang,memang
ber2,berdua
kangennnnnn,kangen
kangennn,kangen
bgt,sekali
klian,kalian
prh,parah
jg,juga
y,ya
bakattt,bakat
pinter,pintar
bgt,sekali
bet,sekali
napsuu,napsu
bgt,sekali
lucuuu,lucu
gak,tidak
mauu,mau
gemesin,menggemaskan
gmau,tidak mau
luccu,lucu
ehh,eh
ngeselin,mengesalkan
prasaan,perasaan
gmna,bagaimana
gak,tidak
lahirr,lahir
karna,karena
aq,aku
aq,aku
kyknya,sepertinya
g,tidak
jelekin,menjelekkan
ngingetin,mengingatkan
klo,kalau
jd,jadi
yg,yang
ma,sama
setujuuuu,setuju
jd,jadi
sering2,sering-sering
tuk,untuk
org,orang
klo,kalau
org,orang
dlu,dahulu
g,tidak
mantappp,mantap
bnr,benar
ceemen,cemen
bgtt,sekali
ga,tidak
nyindir,menyindir
ngakak,mengakak
bc,baca
bener,benar
"sembunyi"""",sembunyi-sembunyi"
dn,dan
yg,yang
dri,dari
yg,yang
utk,untuk
dri,dari
skrnh,sekarang
cerdiik,cerdik
jg,juga
jeniuss,jenius
sipp,sip
kurangin,kurangi
bener,benar
bangettt,sekali
neh,nih
mkin,makin
aja,saja
k,kak
mkin,makin
kreen,keren
bsa,bisa
ank,anak
yah,ya
s'lalu,selalu
met,selamat
met,selamat
bingitt,sekali
mauuuuuu,mau
gak,tidak
blh,boleh
mintk,minta
gk,tidak
kya,kaya
nyolong,mencolong
km,kamu
emg,memang
donk,dong
sllu,selalu
pnjng,panjang
psti,pasti
slaluuuuu,selalu
kanggggg,kang
smoga,semoga
smoga,semoga
d,di
rezeqinya,rezekinya
pintr,pintar
ank,anak
dekk,dek
aq,aku
maw,mau
ngakak,mengakak
njirr,anjir
jdi,jadi
kura2,kura-kura
jdi,jadi
edaaann,edan
gw,gue
nempel,menempel
yg,yang
udah,sudah
ga,tidak
bangettttt,sekali
hatiiii,hati
sukkaa,suka
sukaa,suka
sukaaa,suka
sm,sama
luuuucuuu,lucu
caantiiik,cantik
lucuuu,lucu
kaka,kakak
dapetin,mendapatkan
prodak,produk
ga,tidak
trims,terima kasih
yah,ya
luucuuu,lucu
bngt,sekali
ngambek,mengambek
lucuuu,lucu
cantikk,cantik
bgt,sekali
cantikk,cantik
hnya,hanya
putihh,putih
yg,yang
lohh,loh
ga,tidak
yg,yang
ga,tidak
"terus""an,terus-terusan"
sihh,sih
ntar,sebentar
nyesel,menyesal
lohh,loh
gemez,gemas
yah,ya
lutuna,lucunya
bnget,sekali
bgt,sekali
siiih,sih
gemes,gemas
yuu,ayo
gemes,gemas
ternyataa,ternyata
rekomendasiin,rekomendasikan
cantikk,cantik
pollll,pol
sekaliiii,sekali
yaaa,ya
ga,tidak
peduliin,mempedulikan
org,orang
komntr,komentar
aj,saja
mcm,macam
yg,yang
kk,kakak
hrus,harus
smngat,semangat
dosax,dosanya
pahalax,pahalanya
kk,kakak
yg,yang
sy,saya
dgn,dengan
kk,kakak
org,orang
d,di
akhirt,akhirat
krn,karena
lgsung,langsung
dr,dari
qt,kita
tinggalkn,tinggalkan
rumh,rumah
tnpa,tanpa
mk,maka
dosax,dosanya
ga,tidak
bs,bisa
trhtung,terhitung
lg,lagi
kk,kakak
cantikkkkk,cantik
bget,sekali
tteh,teteh
naaaa,nya
ademmm,adem
lanjutin,lanjutkan
akuu,aku
sukaa,suka
bangett,sekali
samaa,sama
kaka,kakak
udh,sudah
cerdass,cerdas
cantikk,cantik
lagii,lagi
pake,pakai
hijabb,hijab
tambahh,tambah
polll,pol
cantiknyaa,cantiknya
cantikk,cantik
kaa,kak
kaa,kak
didengerin,didengarkan
kaa,kak
dlu,dahulu
mantapppppp,mantap
kl,kalau
blm,belum
bs,bisa
wktu,waktu
ngerespon,merespons
yg,yang
tehh,teh
diemin,diamkan
ahh,ah
yg,yang
dulurrr,dulur
tetehh,teteh
slalu,selalu
brusaha,berusaha
pahamin,memahami
klo,kalau
yg,yang
lebh,lebih
krna,karena
alloh,allah
smoga,semoga
slalu,selalu
aminn,amin
amin2,amin-amin
sm,sama
yg,yang
ksh,kasih
positippp,positif
hrs,harus
smg,semoga
yg,yang
qta,kita
utk,untuk
skrg,sekarang
yg,yang
jauuhhh,jauh
lbh,lebih
lg,lagi
semangatt,semangat
trs,terus
sneng,senang
liat,lihat
k',kak
brhjb,berhijab
mdh2n,mudah-mudahan
bsa,bisa
slmnya,salamnya
k',kak
amiiin,amin
jlbb,jilbab
dempga,semoga
selmnya,selamanya
pke,pakai
tth,teteh
aamiin,amin
otot2,otot-otot
dgn,dengan
lengkeeett,lengket
caaannnttiikkk,cantik
bgt,sekali
pake,pakai
wahh,wah
kemaren,kemarin
kaaa,kak
sukaaaa,suka
bgt,sekali
cantikkk,cantik
jgn,jangan
y,ya
tmbh,tambah
trusss,terus
kk,kakak
kk,kakak
gn,begini
sm,sama
ademm,adem
apalagiii,apalagi
passs,pas
beginii,begini
satuu,satu
udh,sudah
lahh,lah
cuantek,cantik
bgt,sekali
akuuuur,akur
jd,jadi
sm,sama
kerennnn,keren
iniehh,ini
bangettt,sekali
dehhh,deh
bgtu,begitu
sayangx,sayangnya
gk,tidak
jd,jadi
jodohx,jodohnya
bgmn,bagaimana
lg,lagi
kaliaan,kalian
sm2,sama-sama
haslnya,hasilnya
stlh,setelah
skrng,sekarang
ak,aku
kencng,kencang
jg,juga
kk,kakak
bgt,sekali
trus,terus
sm,sama
kk,kakak
jgn,jangan
bundaa,bunda
klu,kalau
laki2,laki-laki
bgitu,begitu
msh,masih
jng,jangan
krn,karena
neh,nih
kluarga,keluarga
pmbantu,pembantu
yg,yang
y,ya
gg,tidak
nahan,menahan
emng,memang
smga,semoga
kmbl,kembali
ad,ada
kmbali,kembali
kpd,kepada
amiiiin,amin
bru,baru
cuchook,cocok
kloop,klop
sempurnaa,sempurna
sneng,senang
bnget,sekali
inii,ini
klrga,keluarga
kyk,seperti
dlu,dahulu
klihatan,kelihatan
cintax,cintanya
bgtu,begitu
ma,sama
pnuh,penuh
skrg,sekarang
g,tidak
ngrti,mengerti
lg,lagi
ap,apa
artix,artinya
smoga,semoga
lg,lagi
trlalu,terlalu
untk,untuk
"mudah""an,mudah-mudahan"
dpt,dapat
yg,yang
lbh,lebih
"segala""ny,segala-galanya"
dr,dari
mantanny,mantannya
yg,yang
y,ya
org,orang
pst,pasti
jodohny,jodohnya
org,orang
jg,juga
anak2nya,anak-anaknya
smoga,semoga
dpt,dapat
yg,yang
amiiin,amin
cocokkk,cocok
cantk,cantik
ituuu,itu
gak,tidak
nyesel,menyesal
seneng,senang
ngeliat,melihat
gk,tidak
tdk,tidak
gk,tidak
knpa,kenapa
kaasian,kasihan
smua,semua
dpt,dapat
laki2,laki-laki
tp,tetapi
padhl,padahal
"ank"",anak-anak"
d,di
pkrin,pikirkan
kn,kan
anakx,anaknya
yg,yang
jagain,menjaga
jngan,jangan
sia2kan,sia-siakan
klian,kalian
masi,masih
jdi,jadi
pgn,ingin
mauu,mau
wowww,wow
naaahhh,nah
km,kamu
blm,belum
beluumm,belum
sayangggq,sayangku
bsk,besok
woow,wow
kreean,keren
banger,sekali
ciiieee,cie
cieee,cie
cieeee,cie
berenanh,berenang
yuuk,ayo
yukk,ayo
pacarr,pacar
kuu,ku
pen,ingin
bingitss,sekali
besokkk,besok
anjirrrr,anjir
jdi,jadi
pcrn,pacaran
bngt,sekali
gk,tidak
annnnjjjjjjrrrr,anjir
brp,berapa
dehh,deh
ngeliatin,melihati
org,orang
trmasuk,termasuk
anak2,anak-anak
trll,terlalu
ngumbar2,mengumbar-umbar
brdua,berdua
romantiss,romantis
bgt,sekali
ciee,cie
cocook,cocok
syg,sayang
lucuuuuuuuu,lucu
yank,sayang
lucuuuuu,lucu
kaaaaaann,kan
nyaaaaaaa,nya
lgs,langsung
yaang,yang
ga,tidak
ngeluarin,mengeluarkan
lagiiii,lagi
bangedt,sekali
bgt,sekali
dahh,dah
njir,anjir
bgt,sekali
gde,besar
bgt,sekali
gn,begini
lutunaaa,lucunya
bgt,sekali
bikinnn,bikin
keee,ke
bungkuuussss,bungkus
bgt,sekali
pngn,ingin
pnya,punya
kyk,seperti
lucux,lucunya
lucuu,lucu
gemes,gemas
lucuu,lucu
bntr,bentar
lg,lagi
jgn,jangan
bgt,sekali
c,sih
gemesss,gemas
bangettt,sekali
yaa,ya
buanyaaak,banyak
aaamiiinnn,amin
aamiin,amin
aaamiiin,amin
aamiin,amin
ntap,mantap
abgnyaah,abangnya
abg,abang
mungkiin,mungkin
akuhh,aku
amiin,amin
pastii,pasti
foto2,foto-foto
yukkk,ayo
bgt,sekali
ngelihat,melihat
lbh,lebih
manteb,mantap
hiduupppp,hidup
org,orang
lucu2,lucu-lucu
yak,ya
tebel,tebal
bgt,sekali
bkn,bukan
orng,orang
nganggepin,menanggapi
nganggepin,menanggapi
ttp,tetap
"mentang"",mentang-mentang"
gk,tidak
ky,kaya
najiss,najis
ngarep,mengharap
lg,lagi
gw,gue
jgan,jangan
gw,gue
perjabatt,pejabat
yg,yang
baikk,baik
tp,tetapi
org2,orang-orang
cm,cuma
knp,kenapa
makany,makanya
jngn,jangan
bangettt,sekali
semngat,semangat
benneeeeeerr,benar
pede,percaya diri
males,malas
ama,sama
krjaan,pekerjaan
pnting,penting
jga,juga
bkan,bukan
kdng,kadang
kdang,kadang
knan,kanan
kdng,kadang
tdk,tidak
ginii,begini
ngaca,mengaca
ngerasa,merasa
ngeri2,ngeri-ngeri
"mentang"",mentang-mentang"
anak'y,anaknya
udh,sudah
trknal,terkenal
ajah,saja
gak,tidak
"gtu"",begitu-gitu"
klok,kalau
org,orang
yg,yang
yaa,ya
aamiiiinnnnn,amin
iyaa,iya
kerenn,keren
nnti,nanti
kmu,kamu
kek,seperti
gtu,begitu
jg,juga
brpa,berapa
ky,kaya
kmren,kemarin
bgt,sekali
jg,juga
ksh,kasih
kerenn,keren
kannn,kan
pengennnn,ingin
kann,kan
iyaa,iya
kerenn,keren
pengen,ingin
tp,tetapi
dlu,dahulu
bgt,sekali
sama2,sama-sama
emg,memang
guw,gue
jd,jadi
ccok,cocok
ihh,ih
sbnrny,sebenarnya
lbh,lebih
jugaaa,juga
iyaaa,iya
pdhal,padahal
bgt,sekali
pdhal,padahal
jd,jadi
gituh,begitu
bgt,sekali
bgt,sekali
yaaa,ya
bngett,sekali
g,tidak
stuju,setuju
dpt,dapat
bgt,sekali
kl,kalau
jd,jadi
bgt,sekali
sma,sama
gk,tidak
siiiiiiippppppppp,sip
selaloe,selalu
mauuuu,mau
donggg,dong
bgt,sekali
beruntungnyaaaa,beruntungnya
inii,ini
dr,dari
dlu,dahulu
klo,kalau
sma,sama
bngtttt,sekali
bngtttt,sekali
soal'y,soalnya
smga,semoga
trs,terus
y,ya
bgt,sekali
udh,sudah
prhatian,perhatian
jd,jadi
pulak,pula
hebaat,hebat
lahh,lah
bgt,sekali
ma,sama
inih,ini
ampunn,ampun
gueeeee,gue
mbk,mbak
bnget,sekali
sma,sama
ngiri,mengiri
liatt,lihat
gehh,gih
ankknyaaa,anaknya
bgt,sekali
udah,sudah
liat,lihat
bgt,sekali
bgt,sekali
ma,sama
syg,sayang
centilnyaaaaaa,centilnya
gemesshzzzzhzzhzhzhsjssjs,gemas
bgtt,sekali
ngacaaa,mengaca
diaaa,dia
gemes,gemas
bgt,sekali
jd,jadi
pngn,ingin
ktmu,ketemu
bgt,sekali
jirr,anjir
bgt,sekali
dahh,dah
kayaa,kaya
gt,begitu
yaaa,ya
cempreeng,cempreng
centillll,centil
pcran,pacaran
bnget,sekali
bgt,sekali
ama,sama
bgt,sekali
jugak,juga
jg,juga
dlu,dahulu
pengen,ingin
mantep,mantap
anedh,sekali
ampyunnnn,ampun
boro2,boro-boro
emg,memang
bkn,bukan
tp,tetapi
suka2,suka-suka
emg,memang
nyta,nyata
kampungn,kampungan
lg,lagi
bru,baru
jd,jadi
j,saja
dh,dah
gt,begitu
mna,mana
jgn,jangan
pkai,pakai
klw,kalau
mnghina,menghina
org,orang
dri,dari
ngolokin,mengolok
org,orang
ngurusin,mengurus
blum,belum
bener,benar
ngurusin,mengurusi
"syirik"",syirik-syirik"
bener,benar
bng,bang
ud,sudah
gk,tidak
than,tahan
lg,lagi
dsr,dasar
siriik,sirik
ituu,itu
mampuuu,mampu
org,orang
mo,mau
lbh,lebih
klo,kalau
aq,aku
yg,yang
km,kamu
khan,kan
q,ku
slalu,selalu
km,kamu
dgn,dengan
q,ku
jd,jadi
pngen,ingin
ky,kaya
aduuhh,aduh
cemburuu,cemburu
k,ke
aq,aku
bangettt,sekali
cucok,cocok
bingitzzzz,sekali
ngarep,mengharap
bget,sekali
tlog,tolong
jga,juga
apasihhh,apasih
pda,pada
sirikk,sirik
sma,sama
smpe,sampai
gk,tidak
kalii,kali
kaliann,kalian
dbnding,dibanding
sma,sama
nrka,neraka
pda,pada
ngurusin,mengurusi
org,orang
s3ndiri,sendiri
jgn,jangan
dngerin,mendengarkan
yg,yang
pnting,penting
ttep,tetap
smangat,semangat
ortu,orang tua
kk,kakak
yg,yang
bnyk,banyak
bhgiain,membahagiakan
kdua,kedua
org,orang
kk,kakak
mreka,mereka
gk,tidak
pd,pada
gimana,bagaimana
jd,jadi
kk,kakak
yg,yang
skrg,sekarang
mreka,mereka
hnya,hanya
sm,sama
yg,yang
udh,sudah
d,di
sm,sama
kk,kakak
pdhal,padahal
udh,sudah
aja,saja
sma,sama
bgt,sekali
kk,kakak
bgt,sekali
klo,kalau
sma,sama
k,kak
prcya,percaya
k,kak
bgt,sekali
sma,sama
org,orang
liat,lihat
kk,kakak
bkln,bakalan
bhagaia,bahagia
lhir,lahir
sma,sama
cuco,cocok
bngt,sekali
bgt,sekali
usahh,usah
genittt,genit
yahh,ya
kx,kak
mlikk,milik
kasian,kasihan
k,kak
"mentah"",mentah-mentah"
kata2,kata-kata
blm,belum
ga,tidak
ngurusin,mengurusi
idup,hidup
org,orang
aja,saja
gimana,bagaimana
emg,memang
engga,tidak
canci,cantik
aneed,sekali
make,memakai
gimanaa,bagaimana
cantikkk,cantik
gimna,bagaimana
jdi,jadi
gitu,begitu
ngikutin,mengikuti
gak,tidak
yah,ya
lainnn,lain
pentingg,penting
pake,pakai
yg,yang
gmn,bagaimana
kenalin,memperkenalkan
kk,kakak
make,memakai
bgd,sekali
cans,cantik
pake,pakai
bagaimanaaa,bagaimana
krudung,kerudung
gimana,bagaimana
bangeet,sekali
cans,cantik
bgt,sekali
canci,cantik
bangett,sekali
enakkkkk,enak
poool,pol
woow,wow
jirrrr,anjir
gni,begini
bat,sekali
liat,lihat
yg,yang
oprasiya,operasinya
gak,tidak
emg,memang
mksh,terima kasih
yaa,ya
ma,sama
uwee,gue
mh,mah
dak,tidak
pilihannny,pilihannya
itumahh,itumah
muuuu,mu
yuuk,ayo
uuhhh,uh
gw,gue
doank,doang
ma,sama
idung,hidung
ma,sama
bnyak,banyak
kk,kakak
berbakiti,berbakti
tetep,tetap
tehh,teh
alhamd,alhamdulillah
tebel,tebal
yaaa,ya
jd,jadi
ortu,orang tua
amiien,amien
udh,sudah
makasi,terima kasih
slmttt,selamat
kk,kakak
ucapin,mengucapkan
krn,karena
hbs,habis
tetp,tetap
yaa,ya
ditengah2,ditengah-tengah
semuanyaa,semuanya
donk,dong
mbk,mbak
idung,hidung
kya,kaya
smoga,semoga
yg,yang
semuannyaaa,semuanya
aminn2,amin-amin
aamiin,amin
kpn,kapan
ngareppppp,mengharap
tp,tetapi
abs,habis
bnr2,benar-benar
kebnyak'an,kebanyakan
org,orang
abs,habis
melahirin,melahirkan
hbis,habis
ngeluarin,mengeluarkan
sma,sama
kmu,kamu
dlu,dahulu
ngga,tidak
hdup,hidup
kaa,kak
pengen,ingin
mantapp,mantap
tetep,tetap
sempet,sempat
pake,pakai
aduuuh,aduh
cakeep,cakep
lucuu,lucu
ajaa,saja
tetep,tetap
cantiiikk,cantik
nyaaaa,nya
tu,itu
lhooo,loh
gituuu,begitu
emg,memang
kamuuuu,kamu
jg,juga
cm,cuma
ga,tidak
bagi2,bagi-bagi
donk,dong
mb,mbak
rempong,repot
kasi,kasih
dg,dengan
waah,wah
sdh,sudah
skrg,sekarang
klo,kalau
psti,pasti
kerass,keras
gimn,bagaimana
kk,kakak
kasi,kasih
donk,dong
bs,bisa
kk,kakak
donk,dong
kren,keren
neh,nih
smogaaa,semoga
biza,bisa
sperti,seperti
kk,kakak
aamien,amien
lngsing,langsing
org,orang
yg,yang
ngmg,mengomong
uda,sudah
ga,tidak
pake,pakai
emang,memang
jg,juga
ttep,tetap
wowoooww,wow
trun,turun
ky,kaya
k,kak
aq,aku
dr,dari
smnjak,semenjak
blom,belum
k,ke
smulla,semula
pdhall,padahal
blln,bulan
masi,masih
gile,gila
gw,gue
kl,kalau
sich,sih
pgn,ingin
senang2,senang-senang
jh,saja
seh,sih
nggak,tidak
kereeennnn,keren
donk,dong
bln,bulan
gmn,bagaimana
gilakkk,gila
gtu2,begitu-gitu
sehh,sih
kakk,kak
ajah,saja
cpet,cepat
bnget,sekali
aq,aku
uda,sudah
nyobain,mencoba
dlm,dalam
wktu,waktu
hr,hari
gatau,tidak tahu
gataunya,tidak taunya
gtau,tidak tahu
gatau,tidak tahu
fans2,fan-fan
gaharus,tidak harus
sngat,sangat
belu,beli
kwota,kuota
tbtb,tiba-tiba
lemotttttt,lambat
sebenar,sebenarnya
rilll,real
gaguna,tidak berguna
bayu,byu
lemot,lambat
lelet,lambat
apk,aplikasi
kalau,kalau
klo,kalau
signal,sinyal
taro,taruh
kenapaaaa,kenapa
lemooott,lambat
apliasi,aplikasi
adminnya,admin
amburadul,berantakan
aktiffnyaa,aktifnya
aktipkan,aktifkan
anying,anjing
apklikasi,aplikasi
apknya,aplikasi
aplikasih,aplikasi
aplikasiny,aplikasi
aplikasu,aplikasi
aplk,aplikasi
apps,aplikasi
askinya,aslinya
aktiffnyaa,aktifnya
aplikasikartu,aplikasi kartu
bangetbiasanya,sekali biasanya
banyakkk,banyak
beeerraaaaatttttt,berat
biyar,biar
bnyakan,banyakan
broo,bro
buruuuukkkkk,buruk
byusinyal,byu sinyal
byemang,byu memang
bgtkenapa,sekali kenapa
chat,obrolan
complainan,komplain
conect,koneksi
connextion,koneksi
custumer,pelanggan
dkit,dikit
dowload,download
dngn,dengan
gabiasanya,nggak biasanya
gembell,gembel
gnaguan,gangguan
gunain,gunakan
ilangan,kehilangan
internya,internetnya
irit,hemat
itung,hitung
janagn,jangan
jaringanngelag,jaringan tersendat
jaringanya,jaringannya
muas,puas
apl,aplikasi
aampe,sampai
abis,habis
abissss,habis
aga,agak
ajg,anjing
ajing,anjing
akir,akhir
aktiv,aktif
alesan,alasan
amanaman,aman
